StudentID,Name,Age,Electronics,Programming,Database,DataScience,Mathematics,DSA
2632,Student_2632,24,53,87,100,51,99,70
2633,Student_2633,24,90,59,44,60,55,50
2634,Student_2634,19,85,92,95,94,64,48
2635,Student_2635,19,49,52,62,49,87,60
2636,Student_2636,25,60,54,67,46,46,61
2637,Student_2637,21,90,96,51,65,58,46
2638,Student_2638,23,44,67,97,44,73,74
2639,Student_2639,18,40,77,71,85,87,74
2640,Student_2640,20,65,67,64,45,65,47
2641,Student_2641,22,64,57,99,54,43,80
2642,Student_2642,19,100,83,75,46,64,87
2643,Student_2643,19,48,54,80,45,62,56
2644,Student_2644,22,68,78,52,91,61,73
2645,Student_2645,20,67,76,56,58,58,58
2646,Student_2646,20,53,43,82,86,61,88
2647,Student_2647,25,50,92,97,69,95,57
2648,Student_2648,20,82,53,79,43,66,85
2649,Student_2649,21,91,90,65,76,61,71
2650,Student_2650,24,72,78,67,85,74,95
2651,Student_2651,22,73,66,66,66,83,99
2652,Student_2652,18,54,60,56,43,97,72
2653,Student_2653,22,67,70,65,64,95,96
2654,Student_2654,23,97,71,52,43,46,51
2655,Student_2655,23,54,76,52,61,63,97
2656,Student_2656,19,86,96,100,84,42,49
2657,Student_2657,24,79,88,73,88,76,95
2658,Student_2658,18,41,90,72,78,70,66
2659,Student_2659,21,65,88,99,45,98,88
2660,Student_2660,24,96,42,68,99,43,69
2661,Student_2661,21,73,79,69,92,68,55
2662,Student_2662,20,70,88,70,60,54,64
2663,Student_2663,25,43,89,90,75,76,95
2664,Student_2664,19,93,66,43,62,86,93
2665,Student_2665,20,44,93,86,67,82,77
2666,Student_2666,21,41,72,88,63,57,89
2667,Student_2667,20,67,89,90,71,79,84
2668,Student_2668,19,51,53,49,53,98,88
2669,Student_2669,19,61,73,53,45,91,95
2670,Student_2670,18,96,98,88,96,83,45
2671,Student_2671,23,58,99,96,95,72,89
2672,Student_2672,23,54,92,74,62,67,54
2673,Student_2673,22,62,85,63,94,96,54
2674,Student_2674,20,97,51,56,94,41,61
2675,Student_2675,19,64,83,81,90,98,59
2676,Student_2676,25,91,57,64,66,94,40
2677,Student_2677,22,59,65,96,81,69,70
2678,Student_2678,24,50,67,76,65,81,79
2679,Student_2679,18,98,77,43,46,77,44
2680,Student_2680,24,92,78,54,53,52,65
2681,Student_2681,21,78,98,82,93,41,41
2682,Student_2682,22,64,65,92,48,64,83
2683,Student_2683,20,40,65,75,46,56,49
2684,Student_2684,18,52,42,85,54,47,73
2685,Student_2685,23,74,40,76,68,89,81
2686,Student_2686,22,52,89,73,45,73,75
2687,Student_2687,21,60,88,57,41,41,92
2688,Student_2688,20,99,45,90,44,57,55
2689,Student_2689,23,82,65,51,88,69,84
2690,Student_2690,23,94,46,69,67,81,74
2691,Student_2691,21,70,47,94,56,98,97
2692,Student_2692,19,86,42,71,41,100,83
2693,Student_2693,23,92,50,97,87,75,97
2694,Student_2694,23,41,45,75,43,69,72
2695,Student_2695,24,59,86,96,60,59,69
2696,Student_2696,20,98,55,95,81,95,44
2697,Student_2697,22,75,50,46,64,40,73
2698,Student_2698,22,83,83,87,79,81,79
2699,Student_2699,21,72,73,71,57,84,90
2700,Student_2700,24,97,89,67,60,77,81
2701,Student_2701,19,53,49,71,95,99,98
2702,Student_2702,23,56,41,95,51,41,73
2703,Student_2703,19,90,71,84,71,54,78
2704,Student_2704,22,40,59,100,55,61,88
2705,Student_2705,21,98,71,77,55,79,90
2706,Student_2706,22,41,99,71,92,88,67
2707,Student_2707,24,64,45,99,57,41,98
2708,Student_2708,25,43,76,41,55,70,91
2709,Student_2709,18,84,54,41,68,99,96
2710,Student_2710,19,74,45,79,59,69,44
2711,Student_2711,25,57,41,68,85,65,51
2712,Student_2712,18,57,77,94,57,74,82
2713,Student_2713,25,92,54,65,87,99,40
2714,Student_2714,21,41,99,45,96,46,89
2715,Student_2715,22,63,71,47,40,40,100
2716,Student_2716,24,75,79,40,60,74,70
2717,Student_2717,19,64,89,62,46,65,91
2718,Student_2718,23,87,82,55,84,43,74
2719,Student_2719,22,41,96,62,84,89,63
2720,Student_2720,20,72,85,93,97,71,43
2721,Student_2721,23,85,77,87,52,87,46
2722,Student_2722,21,59,88,55,64,56,70
2723,Student_2723,24,40,51,71,90,75,47
2724,Student_2724,23,47,85,92,47,99,85
2725,Student_2725,22,41,72,45,52,74,77
2726,Student_2726,22,84,66,47,80,59,48
2727,Student_2727,25,97,66,95,62,47,42
2728,Student_2728,24,82,52,93,54,59,50
2729,Student_2729,22,75,76,58,72,48,71
2730,Student_2730,22,43,90,57,98,56,100
2731,Student_2731,22,56,70,51,97,61,42
2732,Student_2732,24,93,86,50,47,97,92
2733,Student_2733,24,87,85,61,63,82,69
2734,Student_2734,25,43,54,41,44,71,78
2735,Student_2735,22,71,41,72,92,71,56
2736,Student_2736,20,43,100,66,89,60,92
2737,Student_2737,22,40,70,93,75,81,89
2738,Student_2738,18,72,46,57,54,67,66
2739,Student_2739,20,76,57,63,76,91,57
2740,Student_2740,23,87,60,57,78,91,78
2741,Student_2741,19,52,74,50,50,58,95
2742,Student_2742,23,44,77,50,94,76,84
2743,Student_2743,22,58,88,44,63,97,51
2744,Student_2744,22,64,46,77,73,92,95
2745,Student_2745,22,72,60,100,62,76,82
2746,Student_2746,20,91,72,53,81,68,100
2747,Student_2747,25,76,64,83,42,98,77
2748,Student_2748,18,90,86,80,99,92,81
2749,Student_2749,23,74,72,68,98,44,51
2750,Student_2750,22,70,53,48,84,73,52
2751,Student_2751,18,79,53,41,46,50,80
2752,Student_2752,25,62,56,93,87,76,87
2753,Student_2753,24,100,50,98,60,86,58
2754,Student_2754,22,87,79,66,46,94,64
2755,Student_2755,19,57,67,50,98,41,71
2756,Student_2756,21,72,90,79,87,67,50
2757,Student_2757,20,97,89,60,91,41,73
2758,Student_2758,21,75,88,56,88,46,65
2759,Student_2759,19,40,86,75,88,60,49
2760,Student_2760,22,50,56,56,63,94,49
2761,Student_2761,25,96,47,56,87,95,80
2762,Student_2762,18,85,92,70,62,54,66
2763,Student_2763,18,100,63,65,98,64,54
2764,Student_2764,22,89,45,96,90,65,77
2765,Student_2765,24,77,80,41,90,64,40
2766,Student_2766,23,98,66,99,70,93,70
2767,Student_2767,24,60,77,80,98,79,90
2768,Student_2768,25,88,45,85,94,55,44
2769,Student_2769,22,74,57,81,40,48,45
2770,Student_2770,24,48,61,75,92,98,86
2771,Student_2771,19,49,77,90,96,54,90
2772,Student_2772,22,49,69,42,80,94,62
2773,Student_2773,19,56,56,55,59,99,60
2774,Student_2774,21,72,48,43,81,41,86
2775,Student_2775,22,100,54,76,91,73,78
2776,Student_2776,25,78,95,50,86,87,93
2777,Student_2777,21,91,66,42,89,82,50
2778,Student_2778,22,49,89,90,73,95,87
2779,Student_2779,24,64,93,74,65,94,42
2780,Student_2780,25,44,55,85,49,83,51
2781,Student_2781,20,40,87,76,61,91,46
2782,Student_2782,25,86,47,49,51,90,47
2783,Student_2783,22,48,65,47,67,67,97
2784,Student_2784,18,65,62,84,65,93,76
2785,Student_2785,21,49,74,53,55,44,41
2786,Student_2786,22,85,82,98,52,78,79
2787,Student_2787,18,81,52,82,46,57,92
2788,Student_2788,24,51,58,98,93,90,59
2789,Student_2789,25,46,68,54,59,68,63
2790,Student_2790,20,42,52,62,47,81,91
2791,Student_2791,21,80,75,64,41,88,100
2792,Student_2792,18,64,43,79,60,100,64
2793,Student_2793,22,94,51,66,78,53,48
2794,Student_2794,25,85,81,82,82,90,82
2795,Student_2795,21,77,94,96,71,79,67
2796,Student_2796,23,69,83,44,65,58,45
2797,Student_2797,23,63,70,74,97,45,79
2798,Student_2798,22,97,91,75,48,74,49
2799,Student_2799,19,52,94,93,77,99,72
2800,Student_2800,19,73,94,57,54,58,81
2801,Student_2801,19,47,55,92,48,95,54
2802,Student_2802,20,83,56,82,60,79,64
2803,Student_2803,19,94,62,74,70,89,99
2804,Student_2804,20,85,73,80,51,65,64
2805,Student_2805,23,41,84,79,72,50,76
2806,Student_2806,18,80,95,43,57,78,95
2807,Student_2807,19,82,63,40,77,89,68
2808,Student_2808,18,84,58,43,98,83,86
2809,Student_2809,25,68,51,100,48,58,96
2810,Student_2810,25,98,72,51,100,95,51
2811,Student_2811,20,70,60,62,84,85,45
2812,Student_2812,18,78,99,75,66,63,93
2813,Student_2813,18,73,97,61,59,91,54
2814,Student_2814,21,59,49,91,84,88,93
2815,Student_2815,24,72,49,100,51,95,70
2816,Student_2816,23,100,57,49,81,58,68
2817,Student_2817,20,58,100,51,40,59,97
2818,Student_2818,23,53,66,68,55,65,41
2819,Student_2819,18,49,42,85,53,61,49
2820,Student_2820,20,95,99,51,56,60,44
2821,Student_2821,19,91,98,45,64,87,97
2822,Student_2822,24,44,54,96,100,62,63
2823,Student_2823,25,52,57,69,92,59,84
2824,Student_2824,19,67,66,65,54,68,66
2825,Student_2825,23,100,44,100,53,72,48
2826,Student_2826,24,51,91,77,63,82,40
2827,Student_2827,18,69,41,84,78,40,82
2828,Student_2828,18,46,84,65,52,68,93
2829,Student_2829,23,84,66,98,43,74,86
2830,Student_2830,22,63,47,89,40,100,86
2831,Student_2831,19,58,90,59,54,91,52
2832,Student_2832,20,66,50,89,57,85,92
2833,Student_2833,21,60,65,66,98,62,72
2834,Student_2834,19,49,85,63,54,75,59
2835,Student_2835,24,42,40,48,64,98,43
2836,Student_2836,20,69,91,48,93,97,89
2837,Student_2837,24,48,56,84,81,44,43
2838,Student_2838,18,57,63,56,88,57,46
2839,Student_2839,24,94,93,78,91,51,100
2840,Student_2840,24,49,81,73,90,75,69
2841,Student_2841,24,43,61,62,59,41,97
2842,Student_2842,18,71,61,71,63,57,88
2843,Student_2843,22,69,45,63,98,81,40
2844,Student_2844,21,87,91,70,100,70,90
2845,Student_2845,23,71,61,78,85,94,95
2846,Student_2846,20,91,89,86,77,42,97
2847,Student_2847,18,44,100,68,95,80,46
2848,Student_2848,22,62,49,42,58,100,52
2849,Student_2849,21,93,88,93,94,42,91
2850,Student_2850,18,83,80,74,92,71,68
2851,Student_2851,22,97,100,69,96,79,53
2852,Student_2852,25,87,71,88,43,66,53
2853,Student_2853,20,79,43,82,97,99,95
2854,Student_2854,23,49,86,78,48,74,100
2855,Student_2855,22,97,95,91,49,51,82
2856,Student_2856,23,43,68,55,74,87,80
2857,Student_2857,20,95,40,82,62,96,63
2858,Student_2858,21,42,96,64,54,63,80
2859,Student_2859,23,48,62,87,66,41,98
2860,Student_2860,22,57,75,87,71,73,93
2861,Student_2861,25,96,70,69,49,54,86
2862,Student_2862,21,55,48,41,92,93,53
2863,Student_2863,24,62,80,77,95,46,68
2864,Student_2864,25,85,66,78,92,43,68
2865,Student_2865,24,75,47,84,77,67,79
2866,Student_2866,21,47,92,89,81,45,94
2867,Student_2867,21,70,58,66,50,75,50
2868,Student_2868,18,49,59,40,43,51,43
2869,Student_2869,21,80,42,54,69,48,46
2870,Student_2870,23,68,83,49,89,59,56
2871,Student_2871,20,44,83,74,57,89,94
2872,Student_2872,20,52,81,56,93,40,55
2873,Student_2873,25,93,87,48,62,70,78
2874,Student_2874,22,83,67,64,71,70,93
2875,Student_2875,22,68,64,94,80,80,47
2876,Student_2876,25,53,95,63,44,89,93
2877,Student_2877,21,88,61,98,83,93,52
2878,Student_2878,24,89,96,47,54,96,88
2879,Student_2879,24,76,73,65,77,77,40
2880,Student_2880,19,88,60,57,44,82,60
2881,Student_2881,25,84,60,70,92,71,45
2882,Student_2882,20,48,88,40,90,80,93
2883,Student_2883,22,63,71,40,55,89,85
2884,Student_2884,18,53,45,50,69,45,44
2885,Student_2885,25,61,75,40,72,57,59
2886,Student_2886,21,69,90,82,77,81,52
2887,Student_2887,19,99,61,66,93,93,58
2888,Student_2888,23,77,49,89,43,78,48
2889,Student_2889,18,67,97,51,94,75,90
2890,Student_2890,25,77,45,77,53,45,45
2891,Student_2891,19,51,49,79,40,52,75
2892,Student_2892,21,74,54,45,69,43,86
2893,Student_2893,25,44,76,56,51,60,59
2894,Student_2894,21,48,96,90,41,64,61
2895,Student_2895,18,56,58,71,85,40,43
2896,Student_2896,25,90,43,93,91,79,65
2897,Student_2897,19,70,94,97,46,55,53
2898,Student_2898,24,50,73,78,99,76,78
2899,Student_2899,20,63,67,51,87,43,55
2900,Student_2900,22,53,100,63,63,85,79
2901,Student_2901,18,63,45,95,86,61,76
2902,Student_2902,22,100,59,90,92,40,87
2903,Student_2903,25,75,93,84,48,50,73
2904,Student_2904,24,48,91,46,88,78,72
2905,Student_2905,23,48,44,81,59,79,51
2906,Student_2906,25,86,98,79,57,71,88
2907,Student_2907,22,47,86,79,85,54,72
2908,Student_2908,19,72,70,92,92,70,57
2909,Student_2909,24,42,73,61,46,51,57
2910,Student_2910,22,77,48,72,74,60,57
2911,Student_2911,25,47,58,56,91,97,53
2912,Student_2912,20,40,48,59,40,54,50
2913,Student_2913,25,55,63,56,78,57,41
2914,Student_2914,23,98,77,80,80,82,79
2915,Student_2915,18,45,84,96,99,99,90
2916,Student_2916,20,79,40,99,68,94,57
2917,Student_2917,19,75,81,82,98,59,47
2918,Student_2918,24,64,73,94,73,90,94
2919,Student_2919,20,70,56,46,57,49,57
2920,Student_2920,23,92,48,90,81,90,96
2921,Student_2921,25,80,51,53,88,73,97
2922,Student_2922,21,47,85,63,70,80,83
2923,Student_2923,18,77,70,56,50,96,45
2924,Student_2924,23,83,97,74,94,65,43
2925,Student_2925,20,74,76,89,72,44,79
2926,Student_2926,18,98,86,52,75,59,75
2927,Student_2927,24,70,61,92,81,59,69
2928,Student_2928,21,88,79,40,89,98,96
2929,Student_2929,24,88,100,50,41,82,78
2930,Student_2930,24,58,67,89,100,49,97
2931,Student_2931,20,51,55,97,80,76,84
2932,Student_2932,22,92,78,89,68,62,98
2933,Student_2933,19,94,64,62,77,40,44
2934,Student_2934,22,47,87,89,98,83,85
2935,Student_2935,25,100,65,50,86,83,96
2936,Student_2936,21,71,48,90,94,96,69
2937,Student_2937,19,71,67,64,64,40,71
2938,Student_2938,20,49,67,44,61,79,77
2939,Student_2939,18,84,59,98,66,82,40
2940,Student_2940,23,75,50,89,40,54,98
2941,Student_2941,20,65,68,51,63,96,67
2942,Student_2942,20,57,51,94,90,89,66
2943,Student_2943,20,49,95,64,93,75,98
2944,Student_2944,25,68,100,80,98,100,98
2945,Student_2945,20,53,70,97,66,86,43
2946,Student_2946,20,90,40,80,91,66,90
2947,Student_2947,21,70,84,65,95,61,89
2948,Student_2948,22,74,40,95,66,99,60
2949,Student_2949,18,67,60,85,95,47,86
2950,Student_2950,22,72,82,99,74,68,77
2951,Student_2951,18,78,70,62,42,73,77
2952,Student_2952,22,55,89,68,50,68,49
2953,Student_2953,20,44,75,94,60,46,68
2954,Student_2954,22,76,55,56,78,70,41
2955,Student_2955,19,75,40,78,99,53,66
2956,Student_2956,22,56,86,43,72,97,75
2957,Student_2957,20,75,96,41,40,80,58
2958,Student_2958,18,98,88,60,97,97,79
2959,Student_2959,22,95,46,49,58,100,55
2960,Student_2960,18,85,90,64,71,80,62
2961,Student_2961,25,49,72,42,96,67,77
2962,Student_2962,19,45,86,60,86,41,45
2963,Student_2963,20,82,91,52,59,54,63
2964,Student_2964,23,65,87,72,68,55,63
2965,Student_2965,18,68,53,69,53,56,70
2966,Student_2966,18,84,68,99,62,45,76
2967,Student_2967,21,92,74,59,44,100,80
2968,Student_2968,23,88,63,85,98,94,57
2969,Student_2969,25,44,89,53,49,49,73
2970,Student_2970,18,41,49,96,98,79,93
2971,Student_2971,21,84,67,40,59,94,56
2972,Student_2972,19,64,47,53,97,61,42
2973,Student_2973,23,88,58,48,43,48,43
2974,Student_2974,21,92,91,65,100,69,75
2975,Student_2975,25,70,76,51,88,54,46
2976,Student_2976,24,92,66,51,44,44,83
2977,Student_2977,21,63,52,58,81,62,63
2978,Student_2978,25,74,89,44,85,41,98
2979,Student_2979,25,40,45,74,92,48,80
2980,Student_2980,20,49,99,40,87,43,47
2981,Student_2981,23,69,62,82,75,52,87
2982,Student_2982,23,83,61,56,46,94,46
2983,Student_2983,18,63,70,84,41,92,53
2984,Student_2984,22,65,65,86,45,52,92
2985,Student_2985,23,68,60,84,40,82,63
2986,Student_2986,19,53,57,57,69,71,79
2987,Student_2987,21,92,91,51,98,61,68
2988,Student_2988,23,75,72,65,92,100,64
2989,Student_2989,19,79,53,59,45,63,79
2990,Student_2990,23,49,85,59,71,55,86
2991,Student_2991,25,42,82,90,80,91,49
2992,Student_2992,21,55,72,81,88,83,54
2993,Student_2993,23,86,96,42,89,77,94
2994,Student_2994,25,88,45,54,57,88,54
2995,Student_2995,21,94,66,50,51,41,79
2996,Student_2996,22,86,98,100,93,46,70
2997,Student_2997,23,95,45,75,85,44,94
2998,Student_2998,21,82,82,53,74,60,71
2999,Student_2999,20,49,43,95,91,99,77
3000,Student_3000,21,59,47,66,94,93,51
3001,Student_3001,21,86,54,63,43,69,51
3002,Student_3002,20,86,43,91,95,87,45
3003,Student_3003,18,81,86,57,93,90,59
3004,Student_3004,23,50,59,91,81,96,47
3005,Student_3005,24,85,72,43,44,88,59
3006,Student_3006,24,43,86,86,48,46,48
3007,Student_3007,21,74,72,80,45,50,82
3008,Student_3008,19,65,83,69,88,93,90
3009,Student_3009,20,77,75,80,55,73,100
3010,Student_3010,25,63,56,73,99,63,55
3011,Student_3011,25,68,99,45,49,78,55
3012,Student_3012,23,44,58,54,40,68,75
3013,Student_3013,22,84,97,49,64,78,40
3014,Student_3014,22,54,81,60,98,97,55
3015,Student_3015,20,59,55,99,68,100,87
3016,Student_3016,18,94,82,46,80,77,47
3017,Student_3017,19,49,56,96,80,54,46
3018,Student_3018,19,44,75,76,79,99,41
3019,Student_3019,21,71,41,99,63,51,75
3020,Student_3020,18,55,49,65,82,97,82
3021,Student_3021,24,50,51,92,85,59,46
3022,Student_3022,20,85,42,80,57,76,79
3023,Student_3023,19,93,41,64,46,48,73
3024,Student_3024,23,85,82,84,53,91,71
3025,Student_3025,20,100,48,42,51,77,69
3026,Student_3026,18,79,86,66,80,88,69
3027,Student_3027,20,64,45,48,85,43,60
3028,Student_3028,21,79,95,41,96,77,79
3029,Student_3029,21,91,76,64,75,46,68
3030,Student_3030,23,60,77,40,59,61,65
3031,Student_3031,18,66,99,84,99,82,60
3032,Student_3032,19,99,69,66,91,56,48
3033,Student_3033,19,62,88,75,65,72,55
3034,Student_3034,25,71,52,51,93,66,83
3035,Student_3035,22,74,96,45,72,70,77
3036,Student_3036,23,48,40,95,55,87,41
3037,Student_3037,19,55,67,63,44,47,100
3038,Student_3038,22,88,51,98,59,82,88
3039,Student_3039,18,40,93,79,89,99,90
3040,Student_3040,20,99,69,40,91,54,57
3041,Student_3041,18,85,95,85,57,48,86
3042,Student_3042,25,69,82,94,94,91,70
3043,Student_3043,21,65,79,64,83,40,85
3044,Student_3044,21,90,67,47,100,85,72
3045,Student_3045,20,91,71,98,93,91,86
3046,Student_3046,24,85,42,76,89,49,91
3047,Student_3047,24,72,48,75,94,79,59
3048,Student_3048,22,56,57,55,52,50,66
3049,Student_3049,21,74,82,87,81,55,85
3050,Student_3050,24,56,99,78,56,95,42
3051,Student_3051,23,64,82,93,51,99,98
3052,Student_3052,24,87,82,95,46,97,55
3053,Student_3053,20,59,75,64,52,84,84
3054,Student_3054,19,92,100,67,48,81,91
3055,Student_3055,21,96,89,77,71,98,65
3056,Student_3056,25,54,48,82,100,96,79
3057,Student_3057,19,44,60,64,97,72,59
3058,Student_3058,24,98,60,49,68,76,51
3059,Student_3059,25,81,71,45,87,72,48
3060,Student_3060,18,89,90,94,50,58,80
3061,Student_3061,25,81,74,71,75,44,76
3062,Student_3062,25,65,88,64,48,92,77
3063,Student_3063,20,43,73,94,85,51,62
3064,Student_3064,22,45,60,57,63,95,99
3065,Student_3065,20,74,71,85,73,59,49
3066,Student_3066,23,71,69,51,90,46,59
3067,Student_3067,25,50,67,49,73,93,70
3068,Student_3068,20,71,41,47,56,58,84
3069,Student_3069,25,86,50,84,99,41,50
3070,Student_3070,25,75,46,60,85,46,55
3071,Student_3071,22,85,91,92,47,93,89
3072,Student_3072,20,73,54,85,97,43,47
3073,Student_3073,25,53,53,75,88,54,45
3074,Student_3074,20,46,86,70,71,60,91
3075,Student_3075,19,85,89,58,99,85,76
3076,Student_3076,23,94,76,82,51,77,58
3077,Student_3077,24,66,52,65,91,66,97
3078,Student_3078,24,42,99,90,96,42,60
3079,Student_3079,25,94,88,84,91,41,96
3080,Student_3080,23,52,69,72,63,72,83
3081,Student_3081,25,54,60,99,54,56,54
3082,Student_3082,23,75,95,95,75,58,84
3083,Student_3083,25,89,49,49,63,54,72
3084,Student_3084,24,52,73,56,84,59,80
3085,Student_3085,23,65,91,76,95,96,97
3086,Student_3086,19,97,88,75,80,47,46
3087,Student_3087,23,85,94,98,73,83,61
3088,Student_3088,19,63,100,76,100,74,74
3089,Student_3089,23,46,42,97,75,85,77
3090,Student_3090,25,99,88,42,64,89,87
3091,Student_3091,21,53,68,69,75,84,100
3092,Student_3092,22,89,76,47,95,95,68
3093,Student_3093,18,51,70,78,85,78,78
3094,Student_3094,20,82,98,47,52,73,62
3095,Student_3095,22,83,99,47,68,42,98
3096,Student_3096,21,59,96,81,80,69,70
3097,Student_3097,24,68,60,42,96,100,45
3098,Student_3098,20,90,96,78,64,80,50
3099,Student_3099,21,69,71,42,98,60,57
3100,Student_3100,22,59,84,57,76,55,41
3101,Student_3101,23,82,99,87,66,75,68
3102,Student_3102,23,44,95,55,70,93,57
3103,Student_3103,21,61,54,81,85,43,99
3104,Student_3104,18,98,73,59,70,92,82
3105,Student_3105,18,57,53,41,53,49,67
3106,Student_3106,19,84,88,72,99,54,90
3107,Student_3107,21,78,94,100,95,93,59
3108,Student_3108,20,54,84,87,83,82,62
3109,Student_3109,25,76,94,97,62,58,99
3110,Student_3110,24,79,80,77,92,46,40
3111,Student_3111,22,89,47,100,41,73,49
3112,Student_3112,19,89,46,72,64,54,42
3113,Student_3113,24,77,97,76,44,52,53
3114,Student_3114,25,74,59,40,64,56,43
3115,Student_3115,18,89,48,90,94,88,95
3116,Student_3116,20,49,56,99,81,92,96
3117,Student_3117,19,81,48,49,86,64,49
3118,Student_3118,25,92,79,67,69,76,54
3119,Student_3119,21,88,61,51,71,96,50
3120,Student_3120,21,99,76,87,77,58,48
3121,Student_3121,22,93,43,55,86,75,55
3122,Student_3122,19,87,93,85,64,87,45
3123,Student_3123,25,73,84,63,91,91,83
3124,Student_3124,23,74,77,94,81,82,54
3125,Student_3125,21,83,94,43,86,97,56
3126,Student_3126,25,48,57,50,86,80,86
3127,Student_3127,20,48,84,53,69,53,70
3128,Student_3128,21,83,40,70,48,86,97
3129,Student_3129,18,52,41,51,47,51,62
3130,Student_3130,18,82,89,53,95,62,71
3131,Student_3131,20,73,93,45,40,42,85
3132,Student_3132,25,66,72,62,49,86,80
3133,Student_3133,18,56,99,76,70,62,81
3134,Student_3134,18,90,76,48,85,86,91
3135,Student_3135,19,43,41,84,60,60,53
3136,Student_3136,24,65,99,58,67,58,60
3137,Student_3137,20,82,42,44,63,51,87
3138,Student_3138,21,49,83,93,48,80,78
3139,Student_3139,18,79,41,61,71,46,62
3140,Student_3140,20,68,65,74,66,67,74
3141,Student_3141,22,64,72,50,78,49,73
3142,Student_3142,24,87,49,66,96,56,79
3143,Student_3143,25,48,46,72,95,75,48
3144,Student_3144,20,90,58,63,77,66,88
3145,Student_3145,21,57,45,42,54,55,90
3146,Student_3146,20,55,46,52,93,58,94
3147,Student_3147,25,84,55,86,65,98,56
3148,Student_3148,21,64,88,44,42,49,47
3149,Student_3149,18,83,46,54,60,87,70
3150,Student_3150,19,89,87,88,90,45,90
3151,Student_3151,25,80,65,40,47,91,84
3152,Student_3152,23,59,88,51,84,81,74
3153,Student_3153,18,69,42,60,98,57,70
3154,Student_3154,19,92,76,45,86,68,62
3155,Student_3155,19,78,73,61,82,95,56
3156,Student_3156,19,83,100,96,51,78,69
3157,Student_3157,23,81,49,59,49,90,45
3158,Student_3158,22,66,85,56,79,92,48
3159,Student_3159,20,77,71,52,52,74,94
3160,Student_3160,19,68,57,62,69,56,44
3161,Student_3161,23,82,66,100,49,83,61
3162,Student_3162,20,76,80,97,86,49,65
3163,Student_3163,20,65,86,63,75,68,55
3164,Student_3164,22,92,91,77,56,85,44
3165,Student_3165,24,81,77,92,66,46,73
3166,Student_3166,25,94,48,88,99,40,97
3167,Student_3167,24,59,90,64,42,66,96
3168,Student_3168,20,80,81,67,64,65,40
3169,Student_3169,20,83,94,41,98,87,80
3170,Student_3170,24,43,87,77,77,86,60
3171,Student_3171,18,91,79,88,72,71,63
3172,Student_3172,18,91,85,88,52,67,73
3173,Student_3173,22,56,57,84,82,60,93
3174,Student_3174,22,62,91,72,98,46,80
3175,Student_3175,22,48,56,62,82,62,43
3176,Student_3176,18,86,100,84,67,89,98
3177,Student_3177,25,82,63,57,72,77,50
3178,Student_3178,24,92,63,41,51,55,43
3179,Student_3179,25,60,71,44,74,53,90
3180,Student_3180,25,94,56,77,58,52,53
3181,Student_3181,21,74,97,48,80,96,94
3182,Student_3182,21,54,97,53,82,95,47
3183,Student_3183,19,72,49,92,96,54,100
3184,Student_3184,21,84,64,66,87,56,44
3185,Student_3185,20,74,86,92,57,60,99
3186,Student_3186,23,43,90,75,59,99,43
3187,Student_3187,19,50,62,59,79,93,62
3188,Student_3188,20,72,50,49,57,67,94
3189,Student_3189,18,76,66,95,99,50,66
3190,Student_3190,19,87,69,50,100,41,89
3191,Student_3191,18,65,60,64,61,93,70
3192,Student_3192,25,89,69,43,87,83,78
3193,Student_3193,24,92,83,84,98,89,74
3194,Student_3194,24,93,40,66,68,83,45
3195,Student_3195,20,83,72,49,77,75,83
3196,Student_3196,24,81,69,96,91,95,75
3197,Student_3197,23,97,54,51,45,70,99
3198,Student_3198,20,42,60,82,88,41,95
3199,Student_3199,20,94,92,77,81,64,63
3200,Student_3200,19,59,75,87,53,69,48
3201,Student_3201,18,63,42,85,43,59,50
3202,Student_3202,22,50,84,79,70,79,77
3203,Student_3203,24,87,93,65,46,74,66
3204,Student_3204,23,99,54,66,56,72,51
3205,Student_3205,25,94,59,70,52,57,63
3206,Student_3206,25,51,72,45,84,70,85
3207,Student_3207,25,66,89,50,46,67,52
3208,Student_3208,19,55,78,57,57,57,68
3209,Student_3209,21,58,59,83,54,79,85
3210,Student_3210,22,55,46,48,88,91,61
3211,Student_3211,22,90,54,64,50,47,57
3212,Student_3212,20,46,73,55,68,41,72
3213,Student_3213,23,60,73,63,83,93,40
3214,Student_3214,23,92,89,72,85,97,82
3215,Student_3215,25,48,49,58,87,55,54
3216,Student_3216,18,81,80,62,56,69,49
3217,Student_3217,25,41,88,55,54,63,99
3218,Student_3218,24,42,94,43,61,66,87
3219,Student_3219,18,93,60,72,95,99,65
3220,Student_3220,21,46,60,61,92,76,63
3221,Student_3221,18,65,63,96,70,53,79
3222,Student_3222,20,60,64,73,74,73,92
3223,Student_3223,20,74,48,90,97,77,100
3224,Student_3224,20,81,48,56,63,51,87
3225,Student_3225,25,95,76,60,50,75,82
3226,Student_3226,25,56,93,63,84,52,41
3227,Student_3227,22,94,63,97,58,84,90
3228,Student_3228,21,41,50,40,88,82,94
3229,Student_3229,24,96,82,90,81,85,89
3230,Student_3230,22,77,43,84,78,46,44
3231,Student_3231,21,97,87,99,97,54,70
3232,Student_3232,24,86,66,82,46,67,40
3233,Student_3233,20,58,66,87,52,68,68
3234,Student_3234,21,100,56,68,52,86,92
3235,Student_3235,23,88,69,95,92,65,57
3236,Student_3236,24,71,98,42,87,60,73
3237,Student_3237,22,100,73,85,63,65,70
3238,Student_3238,22,79,43,84,95,77,49
